Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","4","Algérie","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","295","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","79","Allemagne","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1571","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","79","Allemagne","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","871","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","79","Allemagne","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1666","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","7","Angola","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","27","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","7","Angola","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","335","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","7","Angola","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","362","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","8","Antigua-et-Barbuda","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","8","Antigua-et-Barbuda","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","7","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","8","Antigua-et-Barbuda","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","6","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","194","Arabie saoudite","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","554","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","194","Arabie saoudite","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","640","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","194","Arabie saoudite","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1179","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","9","Argentine","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","2115","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","9","Argentine","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","13","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","9","Argentine","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1963","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","1","Arménie","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","12","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","1","Arménie","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","33","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","1","Arménie","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","45","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1235","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","16","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","10","Australie","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1211","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","152","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","114","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","11","Autriche","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","176","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","52","Azerbaïdjan","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","109","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","52","Azerbaïdjan","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","35","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","52","Azerbaïdjan","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","138","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","12","Bahamas","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","7","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","12","Bahamas","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","26","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","12","Bahamas","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","22","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","16","Bangladesh","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","254","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","16","Bangladesh","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","16","Bangladesh","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","257","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","14","Barbade","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","17","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","14","Barbade","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","2","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","14","Barbade","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","18","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","57","Bélarus","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","466","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","57","Bélarus","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","11","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","57","Bélarus","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","272","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","255","Belgique","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","470","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","255","Belgique","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","303","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","255","Belgique","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","162","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","23","Belize","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","20","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","23","Belize","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","23","Belize","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","19","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","53","Bénin","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","15","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","53","Bénin","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","117","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","53","Bénin","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","114","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","19","Bolivie (État plurinational de)","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","484","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","19","Bolivie (État plurinational de)","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","19","Bolivie (État plurinational de)","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","484","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","80","Bosnie-Herzégovine","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","62","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","80","Bosnie-Herzégovine","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","12","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","80","Bosnie-Herzégovine","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","66","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","20","Botswana","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","4","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","20","Botswana","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","5","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","20","Botswana","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","9","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","21","Brésil","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","13938","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","21","Brésil","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","3","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","21","Brésil","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","9855","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","27","Bulgarie","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","118","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","27","Bulgarie","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","108","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","27","Bulgarie","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","160","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","233","Burkina Faso","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","47","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","233","Burkina Faso","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","233","Burkina Faso","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","48","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","35","Cabo Verde","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","35","Cabo Verde","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","13","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","35","Cabo Verde","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","10","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","115","Cambodge","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","27","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","115","Cambodge","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","15","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","115","Cambodge","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","40","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","32","Cameroun","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","79","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","32","Cameroun","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","2","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","32","Cameroun","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","80","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","33","Canada","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1474","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","33","Canada","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","177","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","33","Canada","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1498","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","40","Chili","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","762","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","40","Chili","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","160","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","40","Chili","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","765","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","351","Chine","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","20078","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2014-)","351","Chine","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1567","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2014-)","351","Chine","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","20382","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2014-)","96","Chine - RAS de Hong-Kong","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","25","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","96","Chine - RAS de Hong-Kong","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","821","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","96","Chine - RAS de Hong-Kong","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","296","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","128","Chine - RAS de Macao","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","4","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","128","Chine - RAS de Macao","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","26","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","128","Chine - RAS de Macao","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","22","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","41","Chine, continentale","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","19395","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","41","Chine, continentale","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","504","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","41","Chine, continentale","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","19218","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","214","Chine, Taiwan Province de","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","654","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","214","Chine, Taiwan Province de","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","217","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","214","Chine, Taiwan Province de","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","846","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","50","Chypre","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","26","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","50","Chypre","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","14","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","50","Chypre","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","34","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","44","Colombie","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1630","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","44","Colombie","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","90","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","44","Colombie","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1719","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","46","Congo","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","7","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","46","Congo","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","122","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","46","Congo","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","129","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","48","Costa Rica","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","136","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","48","Costa Rica","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","15","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","48","Costa Rica","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","138","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","107","Côte d'Ivoire","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","44","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","107","Côte d'Ivoire","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","107","Côte d'Ivoire","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","45","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","98","Croatie","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","64","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","98","Croatie","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","26","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","98","Croatie","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","52","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","49","Cuba","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","25","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","49","Cuba","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","284","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","49","Cuba","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","325","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","54","Danemark","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","156","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","54","Danemark","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","141","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","54","Danemark","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","155","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","72","Djibouti","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","3","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","72","Djibouti","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","3","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","55","Dominique","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","55","Dominique","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","4","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","55","Dominique","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","5","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","59","Égypte","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1451","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","59","Égypte","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","46","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","59","Égypte","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1710","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","60","El Salvador","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","137","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","60","El Salvador","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","20","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","60","El Salvador","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","154","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","225","Émirats arabes unis","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","48","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","225","Émirats arabes unis","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","609","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","225","Émirats arabes unis","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","606","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","58","Équateur","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","350","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","58","Équateur","5611","Importations - Quantité","2734","Viande de Volailles","2018","2018","Milliers de tonnes","0","Im","Données de la FAO basées sur une méthodologie d'imputation"
"FBS","Bilans Alimentaires (2014-)","58","Équateur","5301","Disponibilité intérieure","2734","Viande de Volailles","2018","2018","Milliers de tonnes","350","S","Données standardisées"
"FBS","Bilans Alimentaires (2014-)","203","Espagne","5511","Production","2734","Viande de Volailles","2018","2018","Milliers de tonnes","1622","Im","Données de la FAO basées sur une méthodologie d'imputation"
